"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.253689000E0;2.062710571E-1;-3.311114502E-1;-9.897567902E0;9.905252794E0
3.263730000E0;1.508862305E-1;-2.972817993E-1;-9.910590820E0;9.916196525E0
3.273771000E0;1.836680603E-1;-3.279679871E-1;-9.938881989E0;9.945987741E0
3.283812000E0;-1.143621826E-1;-4.381388855E-1;-9.901609497E0;9.911958183E0
3.293854000E0;-2.963836670E-2;-3.984713745E-1;-9.841584320E0;9.849692371E0
3.303895000E0;5.264552307E-1;-2.387535095E-1;-9.782756653E0;9.799820717E0
3.313936000E0;4.733157349E-1;-2.757266235E-1;-9.747130737E0;9.762510464E0
3.323978000E0;2.225871277E-1;-2.679428101E-1;-9.738149414E0;9.744377476E0
3.334019000E0;2.472857666E-1;-2.507286072E-1;-9.671238556E0;9.677647973E0
3.344060000E0;2.606080627E-1;-2.212399292E-1;-9.701176300E0;9.707197601E0
3.354102000E0;4.613406372E-1;-1.158590698E-1;-9.708361359E0;9.720007139E0
3.364143000E0;3.805087280E-1;-1.531315613E-1;-9.753717041E0;9.762337440E0
3.374184000E0;2.451901245E-1;-2.868035889E-1;-9.773625641E0;9.780906536E0
3.384225000E0;2.083666992E-1;-2.194436646E-1;-9.775571594E0;9.780254199E0
3.394267000E0;2.074685669E-1;-2.293231201E-1;-9.819131012E0;9.823999498E0
3.404308000E0;1.432521057E-1;-2.966830444E-1;-9.855804749E0;9.861309712E0
3.414349000E0;1.393601990E-1;-2.688409424E-1;-9.829908600E0;9.834571663E0
3.424391000E0;2.067201233E-1;-3.137475586E-1;-9.834998016E0;9.842172358E0
3.434432000E0;2.695893860E-1;-2.812651062E-1;-9.802365875E0;9.810105262E0
3.444473000E0;2.023791504E-1;-1.139131165E-1;-9.766889648E0;9.769650297E0
3.454515000E0;1.966909790E-1;-1.528321838E-1;-9.804012451E0;9.807176207E0
3.464556000E0;6.915618896E-2;-6.406677246E-2;-9.815538483E0;9.815991179E0
3.474597000E0;1.345701599E-1;-5.194198608E-2;-9.780960388E0;9.782023983E0
3.484638000E0;1.839674377E-1;-2.140548706E-2;-9.776469727E0;9.778223894E0
3.494680000E0;2.688409424E-1;7.634124756E-3;-9.651928711E0;9.655675097E0
3.504721000E0;1.978884888E-1;1.460961914E-1;-9.661209412E0;9.664340187E0
3.514762000E0;8.292755127E-1;-7.604187012E-2;-9.249715118E0;9.287126036E0
3.524804000E0;3.847000122E-2;-5.279521179E-1;-1.073926758E1;1.075230587E1
3.534845000E0;-1.384171600E0;-2.799179077E-2;-1.006701553E1;1.016176738E1
3.544886000E0;7.005432129E-2;-2.288740540E-1;-9.831704865E0;9.834618014E0
3.554928000E0;1.721420288E-2;8.711883545E-2;-9.865684204E0;9.866083865E0
3.564969000E0;-5.388793945E-3;-3.697311401E-2;-9.798324280E0;9.798395519E0
3.575010000E0;3.173400879E-2;-1.841171265E-2;-9.809700623E0;9.809769230E0
3.585051000E0;2.664459229E-2;-1.152603149E-2;-9.794132996E0;9.794176020E0
3.595093000E0;2.005828857E-2;-2.484832764E-2;-9.792486420E0;9.792538489E0
3.605134000E0;-4.191284180E-3;-3.457809448E-2;-9.817484436E0;9.817546224E0
3.615175000E0;3.293151855E-2;-4.939727783E-3;-9.847272491E0;9.847328796E0
3.625217000E0;8.217910767E-2;-9.879455566E-3;-9.833501129E0;9.833849473E0
3.635258000E0;4.834945679E-2;-3.727249146E-2;-9.833950195E0;9.834139685E0
3.645299000E0;4.445755005E-2;-4.161346436E-2;-9.815239105E0;9.815428001E0
3.655341000E0;1.811233521E-2;-2.739303589E-2;-9.784103851E0;9.784158963E0
3.665382000E0;5.643264771E-2;-1.856140137E-2;-9.794731750E0;9.794911905E0
3.675423000E0;4.146377563E-2;-4.984634399E-2;-9.825567627E0;9.825781551E0
3.685465000E0;3.757186890E-2;-1.631607056E-2;-9.813592529E0;9.813678015E0
3.695506000E0;2.948867798E-2;-2.679428101E-2;-9.778415680E0;9.778496854E0
3.705547000E0;7.589218140E-2;-2.969824219E-1;-9.824968872E0;9.829749311E0
3.715588000E0;-1.362167358E-2;-1.746867371E-1;-9.800868988E0;9.802435102E0
3.725630000E0;7.634124756E-3;5.742059326E-1;-9.789941711E0;9.806769572E0
3.735671000E0;-5.688171387E-3;1.107696533E-2;-9.803114319E0;9.803122227E0
3.745712000E0;5.328918457E-2;-4.730163574E-2;-9.807754669E0;9.808013501E0
3.755754000E0;3.652404785E-2;-2.454895020E-2;-9.813442841E0;9.813541514E0
3.765795000E0;2.903961182E-2;-5.149291992E-2;-9.801018677E0;9.801196964E0
3.775836000E0;1.901046753E-2;-1.092727661E-2;-9.794282684E0;9.794307229E0
3.785878000E0;3.921844482E-2;-4.370910645E-2;-9.852810974E0;9.852985977E0
3.795919000E0;1.017883301E-2;-3.397933960E-2;-9.847122803E0;9.847186689E0
3.805960000E0;2.215393066E-2;-1.766326904E-2;-9.837542725E0;9.837583527E0
3.816001000E0;9.879455566E-3;-3.188369751E-2;-9.829010468E0;9.829067145E0
3.826043000E0;1.945953369E-2;-1.646575928E-2;-9.818681946E0;9.818715035E0
3.836084500E0;1.466949463E-2;-1.781295776E-2;-9.816735992E0;9.816763114E0
3.846125500E0;2.409988403E-2;-1.002914429E-2;-9.812544708E0;9.812579428E0
3.856167500E0;2.709365845E-2;-2.320175171E-2;-9.818382568E0;9.818447364E0
3.866208500E0;1.945953369E-2;-2.245330811E-2;-9.801318054E0;9.801363090E0
3.876249500E0;1.721420288E-2;-1.781295776E-2;-9.800569611E0;9.800600916E0
3.886291500E0;3.053649902E-2;-2.694396973E-3;-9.810299377E0;9.810347273E0
3.896332500E0;4.415817261E-2;5.987548828E-4;-9.815239105E0;9.815338455E0
3.906373500E0;3.996688843E-2;-2.993774414E-3;-9.803862762E0;9.803944685E0
3.916414500E0;3.427871704E-2;-2.020797729E-2;-9.805359650E0;9.805440391E0
3.926456500E0;3.382965088E-2;-3.203338623E-2;-9.808802490E0;9.808913134E0
3.936497500E0;2.020797729E-2;-3.293151855E-2;-9.818232880E0;9.818308904E0
3.946538500E0;2.694396973E-2;-4.834945679E-2;-9.826316071E0;9.826471959E0
3.956580500E0;2.918930054E-2;-4.146377563E-2;-9.813742218E0;9.813873220E0
3.966621500E0;2.918930054E-2;-3.727249146E-2;-9.815388794E0;9.815502964E0
3.976662500E0;3.562591553E-2;-5.538482666E-3;-9.809850311E0;9.809916565E0
3.986704500E0;4.176315308E-2;2.065704346E-2;-9.812844086E0;9.812954699E0
3.996745500E0;3.817062378E-2;3.218307495E-2;-9.798773346E0;9.798900542E0
4.006786500E0;1.975891113E-2;3.008743286E-2;-9.788744202E0;9.788810383E0
4.016827500E0;1.032852173E-2;-1.107696533E-2;-9.813442841E0;9.813454527E0
4.026869500E0;2.200424194E-2;-3.592529297E-2;-9.822274475E0;9.822364821E0
4.036910500E0;1.257385254E-2;-5.059478760E-2;-9.824070740E0;9.824209069E0
4.046951500E0;1.781295776E-2;-4.475692749E-2;-9.824220428E0;9.824338528E0
4.056993500E0;4.864883423E-2;-3.727249146E-2;-9.813891907E0;9.814083264E0
4.067034500E0;5.269042969E-2;-4.266128540E-2;-9.811496887E0;9.811731113E0
4.077075500E0;2.963836670E-2;-2.859054565E-2;-9.797276459E0;9.797363005E0
4.087117500E0;1.856140137E-2;-8.532257080E-3;-9.781409454E0;9.781430787E0
4.097158500E0;1.062789917E-2;-1.332229614E-2;-9.807155914E0;9.807170722E0
4.107199500E0;8.681945801E-3;2.993774414E-3;-9.784552917E0;9.784557227E0
4.117241500E0;3.293151855E-3;-1.347198486E-3;-9.800719299E0;9.800719945E0
4.127282500E0;1.766326904E-2;-6.586303711E-3;-9.801018677E0;9.801036806E0
4.137323500E0;3.996688843E-2;-1.496887207E-2;-9.815388794E0;9.815481577E0
4.147364500E0;3.652404785E-2;-1.466949463E-2;-9.834099884E0;9.834178650E0
4.157406500E0;3.876937866E-2;-1.766326904E-2;-9.851463776E0;9.851555896E0
4.167447500E0;3.233276367E-2;-2.365081787E-2;-9.854158173E0;9.854239598E0
4.177488500E0;2.484832764E-2;-7.334747314E-3;-9.849218445E0;9.849252520E0
4.187530500E0;1.032852173E-2;-3.906875610E-2;-9.824519806E0;9.824602916E0
4.197571500E0;1.496887207E-2;-2.619552612E-2;-9.796078949E0;9.796125410E0
4.207612500E0;3.278182983E-2;-7.035369873E-3;-9.802216187E0;9.802273528E0
4.217654500E0;1.871109009E-2;-4.640350342E-3;-9.793234863E0;9.793253837E0
4.227695500E0;2.993774414E-2;-1.601669312E-2;-9.789193268E0;9.789252149E0
4.237736500E0;1.736389160E-2;-6.436614990E-3;-9.811047821E0;9.811065298E0
4.247778500E0;2.035766602E-2;-8.981323242E-3;-9.816885681E0;9.816910898E0
4.257819500E0;2.514770508E-2;-8.981323242E-3;-9.820029144E0;9.820065451E0
4.267860500E0;1.886077881E-2;-7.334747314E-3;-9.819280701E0;9.819301554E0
4.277901500E0;3.742218018E-2;-1.601669312E-2;-9.813891907E0;9.813976325E0
4.287943500E0;2.948867798E-2;-2.140548706E-2;-9.818831635E0;9.818899248E0
4.297984500E0;2.948867798E-2;-2.350112915E-2;-9.812245331E0;9.812317785E0
4.308025500E0;3.472778320E-2;-3.158432007E-2;-9.815089417E0;9.815201671E0
4.318067500E0;2.963836670E-2;-3.876937866E-2;-9.813143463E0;9.813264805E0
4.328108500E0;3.128494263E-2;-4.580474854E-2;-9.811496887E0;9.811653683E0
4.338149500E0;1.916015625E-2;-3.248245239E-2;-9.814340973E0;9.814413429E0
4.348191500E0;3.308120728E-2;-1.901046753E-2;-9.808054047E0;9.808128259E0
4.358232500E0;2.155517578E-2;-1.706451416E-2;-9.819729767E0;9.819768252E0
4.368273500E0;2.290237427E-2;-1.811233521E-2;-9.804461517E0;9.804504996E0
4.378315500E0;1.721420288E-2;-1.437011719E-2;-9.827812958E0;9.827838540E0
4.388356500E0;3.008743286E-2;-2.544708252E-3;-9.818532257E0;9.818578686E0
4.398397500E0;1.107696533E-2;-1.062789917E-2;-9.793833618E0;9.793845649E0
4.408438500E0;7.484436035E-4;-6.735992432E-3;-9.808952179E0;9.808954520E0
4.418480500E0;2.874023438E-2;-1.661544800E-2;-9.785151672E0;9.785207986E0
4.428521500E0;6.077362061E-2;-2.874023438E-2;-9.795031128E0;9.795261826E0
4.438562500E0;4.745132446E-2;-2.005828857E-2;-9.815239105E0;9.815374300E0
4.448604500E0;4.400848389E-2;-3.308120728E-2;-9.821675720E0;9.821830026E0
4.458645500E0;2.050735474E-2;-5.388793945E-3;-9.827363892E0;9.827386766E0
4.468686500E0;1.032852173E-2;-2.814147949E-2;-9.827214203E0;9.827259924E0
4.478728500E0;1.796264648E-3;-1.077758789E-2;-9.809101868E0;9.809107953E0
4.488769500E0;1.347198486E-2;-1.152603149E-2;-9.816436615E0;9.816452626E0
4.498810500E0;3.547622681E-2;-2.110610962E-2;-9.826016693E0;9.826103403E0
4.508851500E0;4.206253052E-2;-7.185058594E-3;-9.821825409E0;9.821918104E0
4.518893500E0;2.993774414E-2;-3.203338623E-2;-9.804910583E0;9.805008616E0
4.528934500E0;3.727249146E-2;-2.574645996E-2;-9.802964630E0;9.803069298E0
4.538975500E0;4.475692749E-2;-3.532653809E-2;-9.817334747E0;9.817500328E0
4.549017500E0;1.796264648E-2;-4.281097412E-2;-9.805808716E0;9.805918621E0
4.559058500E0;6.436614990E-3;-3.367996216E-2;-9.817783813E0;9.817843693E0
4.569099500E0;4.340972900E-3;-1.886077881E-2;-9.816885681E0;9.816904759E0
4.579141500E0;-1.197509766E-3;1.197509766E-3;-9.804760895E0;9.804761041E0
4.589182500E0;2.335144043E-2;-0.000000000E0;-9.817035370E0;9.817063142E0
4.599223500E0;3.682342529E-2;6.286926270E-3;-9.820777588E0;9.820848635E0
4.609265500E0;3.667373657E-2;-7.484436035E-4;-9.817484436E0;9.817552963E0
4.619306500E0;3.457809448E-2;-8.681945801E-3;-9.804611206E0;9.804676023E0
4.629347500E0;4.340972900E-2;-1.032852173E-2;-9.800719299E0;9.800820877E0
4.639389500E0;2.918930054E-2;-2.110610962E-2;-9.814340973E0;9.814407074E0
4.649430500E0;1.287322998E-2;-3.367996216E-2;-9.809550934E0;9.809617199E0
4.659471500E0;1.871109009E-2;-2.409988403E-2;-9.835896149E0;9.835943471E0
4.669512500E0;1.272354126E-2;-2.814147949E-2;-9.829160156E0;9.829208677E0
4.679554500E0;7.634124756E-3;-2.050735474E-2;-9.826765137E0;9.826789500E0
4.689595500E0;1.556762695E-2;-2.844085693E-3;-9.828411713E0;9.828424453E0
4.699636500E0;4.999603271E-2;-1.377136230E-2;-9.816885681E0;9.817022651E0
4.709678500E0;3.278182983E-2;-1.017883301E-2;-9.811945953E0;9.812005995E0
4.719719500E0;2.963836670E-2;4.640350342E-3;-9.793234863E0;9.793280812E0
4.729760500E0;2.484832764E-2;1.945953369E-3;-9.802365875E0;9.802397563E0
4.739802500E0;3.367996216E-2;-6.436614990E-3;-9.813143463E0;9.813203371E0
4.749843500E0;1.377136230E-2;-2.140548706E-2;-9.803413696E0;9.803446738E0
4.759884500E0;5.987548828E-4;-6.137237549E-3;-9.796228638E0;9.796230578E0
4.769926500E0;3.338058472E-2;-2.125579834E-2;-9.801617432E0;9.801697320E0
4.779967500E0;2.829116821E-2;-9.280700684E-3;-9.793234863E0;9.793280125E0
4.790008500E0;2.963836670E-2;-1.616638184E-2;-9.787995758E0;9.788053981E0
4.800049500E0;3.382965088E-2;-1.856140137E-2;-9.795180817E0;9.795256822E0
4.810091500E0;2.544708252E-2;-1.571731567E-2;-9.810898132E0;9.810943724E0
4.820132500E0;8.382568359E-3;-1.960922241E-2;-9.815239105E0;9.815262273E0
4.830173250E0;1.916015625E-2;-3.158432007E-2;-9.816885681E0;9.816955188E0
4.840215250E0;2.275268555E-2;-3.263214111E-2;-9.819729767E0;9.819810346E0
4.850256250E0;1.122665405E-2;-2.769241333E-2;-9.818981323E0;9.819026792E0
4.860297250E0;1.796264648E-2;-1.930984497E-2;-9.823322296E0;9.823357698E0
4.870339250E0;2.305206299E-2;-2.290237427E-2;-9.800270233E0;9.800324105E0
4.880380250E0;2.499801636E-2;-3.248245239E-2;-9.790839844E0;9.790925638E0
4.890421250E0;4.490661621E-2;-2.275268555E-2;-9.807006226E0;9.807135433E0
4.900463250E0;2.903961182E-2;-1.721420288E-2;-9.806557159E0;9.806615265E0
4.910504250E0;3.817062378E-2;4.490661621E-4;-9.795180817E0;9.795255200E0
4.920545250E0;3.233276367E-2;-3.143463135E-3;-9.803114319E0;9.803168143E0
4.930587250E0;2.350112915E-2;1.526824951E-2;-9.825567627E0;9.825607595E0
4.940628250E0;4.191284180E-3;2.978805542E-2;-9.785750427E0;9.785796662E0
4.950669250E0;1.227447510E-2;9.879455566E-3;-9.796977081E0;9.796989752E0
4.960710250E0;1.437011719E-2;-2.140548706E-2;-9.811197510E0;9.811231384E0
4.970752250E0;1.377136230E-2;-4.625381470E-2;-9.823322296E0;9.823440843E0
4.980793250E0;3.248245239E-2;-5.358856201E-2;-9.819430389E0;9.819630340E0
4.990834250E0;3.173400879E-2;-6.047424316E-2;-9.809850311E0;9.810088038E0
5.000876250E0;3.008743286E-2;-3.577560425E-2;-9.791438599E0;9.791550183E0
5.010917250E0;1.916015625E-2;7.484436035E-4;-9.774823151E0;9.774841958E0
5.020958250E0;1.646575928E-3;1.092727661E-2;-9.765692139E0;9.765698391E0
5.031000250E0;1.137634277E-2;1.930984497E-2;-9.767937469E0;9.767963181E0
5.041041250E0;2.170486450E-2;7.185058594E-3;-9.770482178E0;9.770508928E0
5.051082250E0;2.844085693E-2;-1.646575928E-3;-9.769883423E0;9.769924958E0
5.061124250E0;3.712280273E-2;-3.323089600E-2;-9.789792023E0;9.789918807E0
5.071165250E0;2.724334717E-2;-3.323089600E-2;-9.783654785E0;9.783749151E0
5.081206250E0;2.350112915E-2;-2.649490356E-2;-9.791288910E0;9.791352961E0
5.091248250E0;6.137237549E-3;-3.008743286E-2;-9.806706848E0;9.806754923E0
5.101289250E0;-5.987548828E-4;-0.000000000E0;-9.804012451E0;9.804012469E0
5.111330250E0;-2.993774414E-3;1.392105103E-2;-9.818083191E0;9.818093517E0
5.121372250E0;-4.790039062E-3;-4.490661621E-4;-9.817035370E0;9.817036549E0
5.131413250E0;1.960922241E-2;-1.661544800E-2;-9.809850311E0;9.809883981E0
5.141454250E0;3.233276367E-2;-3.308120728E-2;-9.815987549E0;9.816096543E0
5.151495250E0;3.697311401E-2;-3.817062378E-2;-9.809850311E0;9.809994248E0
5.161537250E0;4.595443726E-2;-3.173400879E-2;-9.808353424E0;9.808512413E0
5.171578250E0;5.149291992E-2;-1.496887207E-2;-9.809401245E0;9.809547817E0
5.181619250E0;4.191284180E-2;-2.320175171E-2;-9.821675720E0;9.821792553E0
5.191661250E0;1.766326904E-2;3.143463135E-3;-9.843829651E0;9.843846000E0
5.201702250E0;1.646575928E-3;2.963836670E-2;-9.838590546E0;9.838635326E0
5.211743250E0;-2.993774414E-3;3.742218018E-3;-9.861043854E0;9.861045018E0
5.221785250E0;7.035369873E-3;2.395019531E-3;-9.846823425E0;9.846826230E0
5.231826250E0;2.484832764E-2;-5.688171387E-3;-9.854158173E0;9.854191143E0
5.241867250E0;3.083587646E-2;-2.080673218E-2;-9.844578094E0;9.844648375E0
5.251909250E0;3.098556519E-2;-4.161346436E-2;-9.841883698E0;9.842020448E0
5.261950250E0;4.266128540E-2;-4.685256958E-2;-9.845775604E0;9.845979504E0
5.271991250E0;3.397933960E-2;-5.224136353E-2;-9.841135254E0;9.841332574E0
5.282033250E0;2.649490356E-2;-3.667373657E-2;-9.862690430E0;9.862794201E0
5.292074250E0;1.092727661E-2;-1.556762695E-2;-9.825268250E0;9.825286659E0
5.302115250E0;1.511856079E-2;-8.382568359E-3;-9.805359650E0;9.805374888E0
5.312157250E0;8.681945801E-3;8.981323242E-3;-9.818083191E0;9.818091137E0
5.322198250E0;1.616638184E-2;-1.646575928E-3;-9.797575836E0;9.797589312E0
5.332239250E0;4.296066284E-2;-1.047821045E-2;-9.809101868E0;9.809201540E0
5.342280250E0;3.682342529E-2;-1.691482544E-2;-9.833501129E0;9.833584623E0
5.352322250E0;3.323089600E-2;-1.422042847E-2;-9.822124786E0;9.822191295E0
5.362363250E0;1.871109009E-2;-2.200424194E-2;-9.828711090E0;9.828753532E0
5.372404250E0;1.631607056E-2;-8.232879639E-3;-9.824519806E0;9.824536804E0
5.382446250E0;1.092727661E-2;1.496887207E-3;-9.815239105E0;9.815245302E0
5.392487250E0;1.586700439E-2;2.544708252E-3;-9.818681946E0;9.818695096E0
5.402528250E0;2.290237427E-2;-8.532257080E-3;-9.812544708E0;9.812575145E0
5.412570250E0;3.008743286E-2;-2.245330811E-2;-9.802665253E0;9.802737141E0
5.422611250E0;2.888992310E-2;-1.631607056E-2;-9.818532257E0;9.818588316E0
5.432652250E0;2.469863892E-2;-3.008743286E-2;-9.816586304E0;9.816663483E0
5.442694250E0;2.095642090E-2;-3.772155762E-2;-9.806108093E0;9.806203038E0
5.452735250E0;1.826202393E-2;-3.592529297E-2;-9.812844086E0;9.812926841E0
5.462776250E0;1.751358032E-2;-1.676513672E-2;-9.826765137E0;9.826795045E0
5.472818250E0;2.095642090E-2;7.484436035E-4;-9.810000000E0;9.810022412E0
5.482859250E0;1.975891113E-2;6.735992432E-3;-9.813592529E0;9.813614733E0
5.492900250E0;1.856140137E-2;1.571731567E-2;-9.826465759E0;9.826495860E0
5.502942250E0;2.365081787E-2;-1.242416382E-2;-9.808503113E0;9.808539495E0
5.512983250E0;1.930984497E-2;-2.380050659E-2;-9.789792023E0;9.789839998E0
5.523024250E0;3.397933960E-2;-2.454895020E-2;-9.781708832E0;9.781798654E0
5.533066250E0;1.167572021E-2;-2.365081787E-2;-9.775721283E0;9.775756865E0
5.543107250E0;1.466949463E-2;-3.981719971E-2;-9.792636108E0;9.792728045E0
5.553148250E0;2.514770508E-2;-3.158432007E-2;-9.784702606E0;9.784785898E0
5.563190250E0;3.577560425E-2;-1.781295776E-2;-9.802515564E0;9.802597032E0
5.573231250E0;2.020797729E-2;-1.047821045E-2;-9.817783813E0;9.817810202E0
5.583272250E0;3.981719971E-2;-6.436614990E-3;-9.821376343E0;9.821459164E0
5.593313250E0;7.484436035E-3;-1.586700439E-2;-9.814790039E0;9.814805718E0
5.603355250E0;3.143463135E-2;-2.095642090E-3;-9.802814941E0;9.802865566E0
5.613396250E0;2.709365845E-2;-8.681945801E-3;-9.810748444E0;9.810789696E0
5.623437250E0;2.305206299E-2;-1.766326904E-2;-9.807754669E0;9.807797665E0
5.633479250E0;1.841171265E-2;-1.347198486E-2;-9.807305603E0;9.807332139E0
5.643520250E0;2.514770508E-2;-8.532257080E-3;-9.791887665E0;9.791923674E0
5.653561250E0;2.619552612E-2;-1.871109009E-2;-9.800120544E0;9.800173417E0
5.663603250E0;3.577560425E-2;-3.263214111E-2;-9.819131012E0;9.819250408E0
5.673644250E0;2.559677124E-2;-1.451980591E-2;-9.814041595E0;9.814085717E0
5.683685250E0;1.751358032E-2;-2.365081787E-2;-9.816286926E0;9.816331041E0
5.693727250E0;2.694396973E-2;-7.334747314E-3;-9.806557159E0;9.806596917E0
5.703768250E0;1.916015625E-2;-2.170486450E-2;-9.808353424E0;9.808396154E0
5.713809250E0;1.541793823E-2;-1.347198486E-2;-9.800719299E0;9.800740686E0
5.723851250E0;3.263214111E-2;-1.856140137E-2;-9.815688171E0;9.815759963E0
5.733892250E0;1.736389160E-2;7.484436035E-4;-9.823921051E0;9.823936425E0
5.743933250E0;3.412902832E-2;-3.143463135E-3;-9.800868988E0;9.800928915E0
5.753975250E0;3.128494263E-2;2.395019531E-3;-9.833201752E0;9.833251811E0
5.764016250E0;1.916015625E-2;1.586700439E-2;-9.845176849E0;9.845208280E0
5.774057250E0;2.574645996E-2;1.616638184E-2;-9.859996033E0;9.860042900E0
5.784099250E0;2.095642090E-2;-1.945953369E-3;-9.827064514E0;9.827087052E0
5.794140250E0;1.451980591E-2;-2.290237427E-2;-9.836943970E0;9.836981346E0
5.804181250E0;7.933502197E-3;-3.637435913E-2;-9.845775604E0;9.845845991E0
5.814223250E0;1.377136230E-2;-4.116439819E-2;-9.814490662E0;9.814586650E0
5.824264250E0;1.990859985E-2;-5.493576050E-2;-9.799970856E0;9.800145053E0
5.834305042E0;4.415817261E-2;-4.700225830E-2;-9.787995758E0;9.788208218E0
5.844346042E0;3.502716064E-2;-3.023712158E-2;-9.784702606E0;9.784812021E0
5.854388042E0;2.290237427E-2;-1.706451416E-2;-9.791438599E0;9.791480253E0
5.864429042E0;2.544708252E-2;1.197509766E-2;-9.788145447E0;9.788185851E0
5.874470042E0;1.781295776E-2;5.388793945E-3;-9.795929260E0;9.795946938E0
5.884512042E0;3.053649902E-2;7.634124756E-3;-9.804162140E0;9.804212667E0
5.894553042E0;1.302291870E-2;1.212478638E-2;-9.805659027E0;9.805675171E0
5.904594042E0;3.293151855E-2;-9.580078125E-3;-9.813442841E0;9.813502772E0
5.914636042E0;1.871109009E-2;-1.571731567E-2;-9.821076965E0;9.821107366E0
5.924677042E0;1.601669312E-2;-2.155517578E-2;-9.813592529E0;9.813629272E0
5.934718042E0;1.511856079E-2;-1.556762695E-2;-9.817185059E0;9.817209043E0
5.944760042E0;8.232879639E-3;-2.619552612E-2;-9.814340973E0;9.814379385E0
5.954801042E0;5.089416504E-3;-2.424957275E-2;-9.783954163E0;9.783985538E0
5.964842041E0;9.580078125E-3;-1.781295776E-2;-9.782457275E0;9.782478184E0
5.974884042E0;1.062789917E-2;-2.679428101E-2;-9.797725525E0;9.797767927E0
5.984925042E0;2.769241333E-2;-2.769241333E-2;-9.785151672E0;9.785230043E0
5.994966042E0;4.296066284E-2;-3.203338623E-2;-9.795779572E0;9.795926152E0
6.005008042E0;5.059478760E-2;-2.978805542E-2;-9.824220428E0;9.824395869E0
6.015049042E0;2.903961182E-2;-3.203338623E-2;-9.840835876E0;9.840930860E0
6.025090042E0;1.856140137E-2;-1.496887207E-2;-9.855205994E0;9.855234841E0
6.035132042E0;1.661544800E-2;5.388793945E-3;-9.829908600E0;9.829924119E0
6.045173042E0;1.646575928E-2;-1.197509766E-2;-9.835746460E0;9.835767532E0
6.055214042E0;2.903961182E-2;-1.796264648E-3;-9.823022919E0;9.823066007E0
6.065256041E0;2.724334717E-2;-1.392105103E-2;-9.810598755E0;9.810646458E0
6.075297042E0;3.248245239E-2;-1.227447510E-2;-9.821226654E0;9.821288040E0
6.085338042E0;3.906875610E-2;-3.532653809E-2;-9.833800507E0;9.833941567E0
6.095380042E0;3.427871704E-2;-2.589614868E-2;-9.840686188E0;9.840779963E0
6.105421042E0;2.275268555E-2;-1.017883301E-2;-9.832453308E0;9.832484902E0
6.115462042E0;1.137634277E-2;-1.975891113E-2;-9.831704865E0;9.831731301E0
6.125504042E0;1.796264648E-2;-1.676513672E-2;-9.809550934E0;9.809581706E0
6.135545042E0;1.586700439E-2;1.047821045E-3;-9.811347198E0;9.811360085E0
6.145586042E0;8.382568359E-3;5.388793945E-3;-9.798623657E0;9.798628725E0
6.155628042E0;2.619552612E-2;1.287322998E-2;-9.789492645E0;9.789536157E0
6.165669042E0;6.062393188E-2;1.257385254E-2;-9.784552917E0;9.784748804E0
6.175710042E0;5.748046875E-2;3.891906738E-3;-9.787846069E0;9.788015623E0
