Flag,NbPoints,Stdev,TIMESTAMP,co2
O,12,2.2049999237060547,2016-12-19 12:00:00,428.19000244140625
O,12,2.9119999408721924,2016-12-19 13:00:00,430.4049987792969
O,12,1.2619999647140503,2016-12-19 14:00:00,427.3710021972656
O,4,1.906000018119812,2016-12-19 15:00:00,434.34100341796875
O,12,1.1779999732971191,2016-12-19 16:00:00,430.40301513671875
O,12,0.6110000014305115,2016-12-19 17:00:00,430.3550109863281
O,12,1.5709999799728394,2016-12-19 18:00:00,432.2090148925781
O,12,1.156999945640564,2016-12-19 19:00:00,429.76800537109375
O,12,3.1679999828338623,2016-12-19 20:00:00,431.1199951171875
O,12,0.8790000081062317,2016-12-19 21:00:00,428.0979919433594
O,8,0.6779999732971191,2016-12-19 22:00:00,426.5849914550781
O,12,3.01200008392334,2016-12-19 23:00:00,429.2720031738281
O,12,1.5049999952316284,2016-12-20 00:00:00,429.2019958496094
O,12,1.2680000066757202,2016-12-20 01:00:00,429.19000244140625
O,12,1.569000005722046,2016-12-20 02:00:00,429.3940124511719
O,12,0.28600001335144043,2016-12-20 03:00:00,429.7699890136719
O,12,0.9169999957084656,2016-12-20 04:00:00,430.4939880371094
O,12,0.6069999933242798,2016-12-20 05:00:00,430.12200927734375
O,4,0.9649999737739563,2016-12-20 06:00:00,431.8760070800781
O,12,0.5479999780654907,2016-12-20 07:00:00,431.8269958496094
O,12,0.4860000014305115,2016-12-20 08:00:00,432.1199951171875
O,12,0.6230000257492065,2016-12-20 09:00:00,432.0190124511719
O,12,0.335999995470047,2016-12-20 10:00:00,430.4289855957031
O,12,2.438999891281128,2016-12-20 11:00:00,432.239990234375
O,12,0.25999999046325684,2016-12-20 12:00:00,430.260009765625
O,8,0.12999999523162842,2016-12-20 13:00:00,429.8710021972656
O,8,0.22499999403953552,2016-12-20 14:00:00,430.6600036621094
O,12,0.2029999941587448,2016-12-20 15:00:00,431.8580017089844
O,12,1.312000036239624,2016-12-20 16:00:00,433.03900146484375
O,12,0.734000027179718,2016-12-20 17:00:00,457.4490051269531
O,12,0.6320000290870667,2016-12-20 18:00:00,454.5840148925781
O,12,0.9010000228881836,2016-12-20 19:00:00,449.8689880371094
O,12,0.46399998664855957,2016-12-20 20:00:00,450.6189880371094
O,4,0.2750000059604645,2016-12-20 21:00:00,454.08599853515625
O,12,2.1589999198913574,2016-12-20 22:00:00,454.656005859375
O,12,0.8190000057220459,2016-12-20 23:00:00,457.9100036621094
O,12,1.5789999961853027,2016-12-21 00:00:00,456.8280029296875
O,12,0.8640000224113464,2016-12-21 01:00:00,453.677001953125
O,12,2.7709999084472656,2016-12-21 02:00:00,448.2909851074219
O,12,1.694000005722046,2016-12-21 03:00:00,443.4960021972656
O,12,8.029000282287598,2016-12-21 04:00:00,449.2720031738281
O,8,2.0510001182556152,2016-12-21 05:00:00,458.2179870605469
O,12,3.7160000801086426,2016-12-21 06:00:00,467.1600036621094
O,12,6.943999767303467,2016-12-21 07:00:00,457.7980041503906
O,12,2.6619999408721924,2016-12-21 08:00:00,445.8070068359375
O,12,2.86299991607666,2016-12-21 09:00:00,452.4429931640625
O,12,2.309000015258789,2016-12-21 10:00:00,450.5150146484375
O,12,1.8240000009536743,2016-12-21 11:00:00,451.9119873046875
O,4,1.968999981880188,2016-12-21 12:00:00,456.3789978027344
O,12,4.495999813079834,2016-12-21 13:00:00,450.0780029296875
O,12,3.4079999923706055,2016-12-21 14:00:00,463.8500061035156
O,12,1.8329999446868896,2016-12-21 15:00:00,462.94500732421875
O,12,1.3819999694824219,2016-12-21 16:00:00,449.2080078125
O,12,5.51800012588501,2016-12-21 17:00:00,453.53900146484375
O,12,3.813999891281128,2016-12-21 18:00:00,452.6239929199219
O,12,3.76200008392334,2016-12-21 19:00:00,455.7439880371094
O,4,0.5879999995231628,2016-12-21 20:00:00,452.625
O,12,11.121999740600586,2016-12-21 21:00:00,474.0950012207031
O,12,1.871999979019165,2016-12-21 22:00:00,475.989990234375
O,12,8.027000427246094,2016-12-21 23:00:00,469.30999755859375
O,12,13.638999938964844,2016-12-22 00:00:00,465.09600830078125
O,12,2.36899995803833,2016-12-22 01:00:00,450.54400634765625
O,12,0.13699999451637268,2016-12-22 02:00:00,445.32598876953125
O,8,8.442000389099121,2016-12-22 03:00:00,460.37701416015625
O,8,2.119999885559082,2016-12-22 04:00:00,454.0050048828125
O,12,0.9490000009536743,2016-12-22 05:00:00,458.3030090332031
O,12,0.6769999861717224,2016-12-22 06:00:00,461.35699462890625
O,12,2.9570000171661377,2016-12-22 07:00:00,464.67999267578125
O,12,1.3459999561309814,2016-12-22 08:00:00,463.1809997558594
O,12,0.32499998807907104,2016-12-22 09:00:00,461.0429992675781
O,12,2.683000087738037,2016-12-22 10:00:00,461.6929931640625
O,8,6.445000171661377,2016-12-22 11:00:00,464.51300048828125
O,12,1.7089999914169312,2016-12-22 12:00:00,459.5270080566406
O,12,1.9299999475479126,2016-12-22 13:00:00,459.88800048828125
O,12,0.6909999847412109,2016-12-22 14:00:00,458.3450012207031
O,12,0.6539999842643738,2016-12-22 15:00:00,459.5840148925781
O,12,9.217000007629395,2016-12-22 16:00:00,471.6919860839844
